companyname,datadate,tradingitemid,Factor_VALUE,Factor_QUALITY
Compañía de Minas Buenaventura S.A.A.,31/08/2016,2602039,0.685826697,-1.434839952
"ConAgra Foods, Inc.",31/08/2016,2602239,-0.800281758,-0.886472325
"Consolidated Edison, Inc.",31/08/2016,2602648,0.212770983,-0.309915831
Constellation Brands Inc.,31/08/2016,2602822,-0.735185882,1.312074605
"The Cooper Companies, Inc.",31/08/2016,2603093,-0.741858726,-0.152377453
Ingredion Incorporated,31/08/2016,2603237,-0.209935581,0.780098936
Corning Incorporated,31/08/2016,2603263,-0.314567076,-0.675176986
Costco Wholesale Corporation,31/08/2016,2603626,-0.721207336,0.738455848
Crown Holdings Inc.,31/08/2016,2604065,-2.54008476,0.586940027
Cummins Inc.,31/08/2016,2604195,0.183529138,0.515140392
"D.R. Horton, Inc.",31/08/2016,2604698,0.431925207,0.570339382
DTE Energy Company,31/08/2016,2604722,0.052942473,-0.723525818
Danaher Corp.,31/08/2016,2604878,-0.081538088,0.48927077
"Darden Restaurants, Inc.",31/08/2016,2604928,-0.168513271,0.288072847
DaVita Inc.,31/08/2016,2605123,-0.313134692,-0.202614215
Deere & Company,31/08/2016,2605336,-0.046766013,-1.705218177
DENTSPLY SIRONA Inc.,31/08/2016,2605587,-0.373315536,-0.140750784
Devon Energy Corporation,31/08/2016,2605788,0.391473893,0.282849111
The Walt Disney Company,31/08/2016,2606225,-0.086082232,0.888546765
"Dominion Resources, Inc.",31/08/2016,2606473,-0.298536333,-0.367297363
Dover Corporation,31/08/2016,2606599,0.046208561,-0.238674815
The Dow Chemical Company,31/08/2016,2606617,0.371611909,0.219689454
E. I. du Pont de Nemours and Company,31/08/2016,2607387,-0.723665132,-0.099054916
Duke Realty Corporation,31/08/2016,2607489,-1.153576505,-0.958117822
The Dun & Bradstreet Corporation,31/08/2016,2607507,0.960707585,2.252522192
Dell EMC,31/08/2016,2607898,-0.08832769,0.010064396
"EOG Resources, Inc.",31/08/2016,2607936,0.24802616,-2.238550401
E*TRADE Financial Corporation,31/08/2016,2608062,0.151658483,0.371037525
Eastman Chemical Co.,31/08/2016,2608300,0.388290208,0.012230933
Eaton Corporation plc,31/08/2016,2608332,0.305229443,-0.243822502
Eaton Vance Corp.,31/08/2016,2608334,-0.554945606,0.607689019
eBay Inc.,31/08/2016,2608344,-0.304478277,0.157794401
Ecolab Inc.,31/08/2016,2608411,-0.799671025,0.034310498
Edison International,31/08/2016,2608519,4.10E-05,-0.762515343
Edwards Lifesciences Corp.,31/08/2016,2608553,-2.164297986,1.091993434
Eldorado Gold Corporation,31/08/2016,2608727,0.665657805,-2.448967696
Electronic Arts Inc.,31/08/2016,2608773,-0.866166899,0.448722647
Emerson Electric Co.,31/08/2016,2609044,-0.148560664,0.749915611
Empire Company Limited,31/08/2016,2609112,0.852577891,-0.981062537
Enbridge Inc.,31/08/2016,2609173,-0.392458045,-0.076959999
Endo International plc,31/08/2016,2609236,1.159702286,-1.038351163
Edgewell Personal Care Company,31/08/2016,2609278,1.313903303,0.885843136
Enersis Américas S.A.,31/08/2016,2609320,0.20964711,0.225673291
Entergy Corporation,31/08/2016,2609585,1.385091556,NULL
Equifax Inc.,31/08/2016,2609989,-1.106578996,0.427980219
Equity Residential,31/08/2016,2610085,0.02929488,-0.108795771
Essex Property Trust Inc.,31/08/2016,2610227,-1.400550265,-0.20019452
Exelon Corporation,31/08/2016,2610551,0.36214957,-0.549072496
Expeditors International of Washington Inc.,31/08/2016,2610628,-0.310438628,1.586416288
Express Scripts Holding Company,31/08/2016,2610646,0.076509069,0.067851515
Exxon Mobil Corporation,31/08/2016,2610695,-0.164182717,-0.753980065
"FLIR Systems, Inc.",31/08/2016,2610781,-0.034218486,0.075325766
FMC Corp.,31/08/2016,2610791,2.547692463,-0.506392714
"FMC Technologies, Inc.",31/08/2016,2610793,0.032095787,-0.8237982
"NextEra Energy, Inc.",31/08/2016,2610835,-0.000753139,-0.427096161
Fairfax Financial Holdings Limited,31/08/2016,2610966,-0.779959296,-0.844171831
Fastenal Company,31/08/2016,2611182,-0.838717344,1.703094769
Federal Realty Investment Trust,31/08/2016,2611292,-1.892106768,-0.311255374
FedEx Corporation,31/08/2016,2611328,-0.245695904,0.442976009
"F5 Networks, Inc.",31/08/2016,2611374,-0.740975744,1.979961004
Fifth Third Bancorp,31/08/2016,2611490,0.689252869,-0.168801753
Finning International Inc.,31/08/2016,2611632,1.1133814,-0.797017663
First Capital Realty Inc.,31/08/2016,2611834,-0.165581871,-0.576214026
First Quantum Minerals Ltd.,31/08/2016,2612431,1.174147102,-2.178220133
"Fiserv, Inc.",31/08/2016,2612674,-1.336077755,0.316227885
FirstEnergy Corp.,31/08/2016,2612708,0.558252185,-0.683676952
Fluor Corporation,31/08/2016,2613014,0.234678227,-0.445777723
Flowserve Corp.,31/08/2016,2613026,-0.117844983,-0.140144465
"Foot Locker, Inc.",31/08/2016,2613114,0.195169597,1.292192132
Ford Motor Co.,31/08/2016,2613214,0.614214963,0.382624651
Fortis Inc.,31/08/2016,2613333,0.281562836,-0.092950355
"Franklin Resources, Inc.",31/08/2016,2613576,0.409972897,0.387704949
Freeport-McMoRan Inc.,31/08/2016,2613632,0.363576074,-2.598153613
Arthur J Gallagher & Co.,31/08/2016,2614294,0.028168369,0.096972729
TEGNA Inc.,31/08/2016,2614352,0.351096083,0.526869265
"The Gap, Inc.",31/08/2016,2614358,0.185126061,1.219665322
Gartner Inc.,31/08/2016,2614404,-0.999213502,2.908955513
General Dynamics Corporation,31/08/2016,2614630,-0.038389024,1.03488517
General Electric Company,31/08/2016,2614632,-0.887100217,0.085136405
"General Mills, Inc.",31/08/2016,2614666,-1.035849898,0.321410518
Genuine Parts Company,31/08/2016,2614960,-0.286072129,0.898869024
"Gilead Sciences, Inc.",31/08/2016,2615242,-0.22897433,3.046191273
Gildan Activewear Inc.,31/08/2016,2615256,-0.254569513,0.529514526
Global Payments Inc.,31/08/2016,2615579,-1.311813508,0.162642998
Gold Fields Limited,31/08/2016,2615709,-1.179718383,0.610921007
Goldcorp Inc.,31/08/2016,2615784,0.734097745,-0.148634209
"The Goldman Sachs Group, Inc.",31/08/2016,2615898,0.466006859,-1.746955739
The Goodyear Tire & Rubber Company,31/08/2016,2615990,0.169111865,-0.05670894
W.R. Grace & Co.,31/08/2016,2616041,-2.231835244,0.647259448
"W.W. Grainger, Inc.",31/08/2016,2616073,-0.468852532,0.899239187
Great-West Lifeco Inc.,31/08/2016,2616367,0.408756979,0.263017862
CGI Group Inc.,31/08/2016,2616638,0.032550342,0.480046038
"Grupo Televisa, S.A.B.",31/08/2016,2616774,-0.238463735,-0.386028523
"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",31/08/2016,2616810,-0.788326665,0.414927532
Halliburton Company,31/08/2016,2617365,0.697510191,-2.222938464
Monster Beverage Corporation,31/08/2016,2617597,-1.802900109,2.370853052
"Harley-Davidson, Inc.",31/08/2016,2617677,-0.033897688,0.011783746
"Harman International Industries, Incorporated",31/08/2016,2617693,0.307460961,0.72072232
Harris Corporation,31/08/2016,2617727,-1.095017563,0.840003835
"The Hartford Financial Services Group, Inc.",31/08/2016,2617773,0.583656675,-0.27101259
Hasbro Inc.,31/08/2016,2617819,-0.65942545,0.437105797
Welltower Inc.,31/08/2016,2618035,-0.526122553,-0.120512914
"Helmerich & Payne, Inc.",31/08/2016,2618261,-0.508295328,0.858870306
The Hershey Company,31/08/2016,2618396,-2.39203493,1.497767153
HP Inc.,31/08/2016,2618412,1.783795362,2.139568024
HollyFrontier Corporation,31/08/2016,2618710,0.886901901,0.847146992
Hologic Inc.,31/08/2016,2618746,-0.953931335,-2.277052384
"The Home Depot, Inc.",31/08/2016,2618800,-1.786439081,2.057453182
Honeywell International Inc.,31/08/2016,2618950,-0.282923189,1.008306156
Hormel Foods Corporation,31/08/2016,2619034,-0.647729767,0.852593343
"Host Hotels & Resorts, Inc.",31/08/2016,2619070,0.20360384,-0.087350962
Humana Inc.,31/08/2016,2619295,0.03009998,0.023096282
JB Hunt Transport Services Inc.,31/08/2016,2619340,-0.696234102,1.269565056
Huntington Bancshares Incorporated,31/08/2016,2619378,0.526524558,-0.193164714
Husky Energy Inc.,31/08/2016,2619397,0.910536124,-2.652887928
ICICI Bank Ltd.,31/08/2016,2620032,0.380832801,-0.133268632
"IDEXX Laboratories, Inc.",31/08/2016,2620078,-1.22504502,1.714488386
Illinois Tool Works Inc.,31/08/2016,2620170,-0.851944952,0.585781492
Illumina Inc.,31/08/2016,2620172,-2.746568471,0.791901296
Imperial Oil Ltd.,31/08/2016,2620386,-0.739775698,-1.160719681
Incyte Corporation,31/08/2016,2620499,-4.345550906,2.277846853
Industrial Alliance Insurance and Financial Services Inc.,31/08/2016,2620663,0.530787957,-0.06256714
Intel Corporation,31/08/2016,2621295,0.216401126,0.402986796
International Business Machines Corporation,31/08/2016,2621697,-0.89246258,1.558669419
International Flavors & Fragrances Inc.,31/08/2016,2621779,-0.812875713,0.482820143
International Paper Company,31/08/2016,2621951,-0.133967076,-0.317367615
"The Interpublic Group of Companies, Inc.",31/08/2016,2622146,-0.246157017,0.504848071
Intuit Inc.,31/08/2016,2622316,-3.381926465,2.116623851
"Intuitive Surgical, Inc.",31/08/2016,2622326,-1.362252618,0.916676829
Iron Mountain Incorporated,31/08/2016,2622515,-2.980720945,-0.900908776
"Ionis Pharmaceuticals, Inc.",31/08/2016,2622560,-0.958580248,-2.776271913
Turquoise Hill Resources Ltd.,31/08/2016,2622682,0.375816421,-1.215267651
JPMorgan Chase & Co.,31/08/2016,2622876,0.607875376,-0.295399579
Jacobs Engineering Group Inc.,31/08/2016,2622922,0.161359055,-0.035111508
The Jean Coutu Group (PJC) Inc.,31/08/2016,2623074,0.070051332,1.102419154
Johnson & Johnson,31/08/2016,2623227,-0.423864704,0.49140885
Jones Lang LaSalle Incorporated,31/08/2016,2623267,0.447406842,0.620796713
"Juniper Networks, Inc.",31/08/2016,2623375,0.373523688,0.418877853
KLA-Tencor Corporation,31/08/2016,2623439,-2.119029769,0.656137804
Kansas City Southern,31/08/2016,2623613,-0.045476131,0.068601013
Kellogg Company,31/08/2016,2623717,-2.512115686,-0.498558762
KeyCorp,31/08/2016,2623912,0.524948486,-0.363106223
Kimberly-Clark Corporation,31/08/2016,2624004,-0.646412542,1.746016845
Kimco Realty Corporation,31/08/2016,2624008,-0.427410053,-0.148884961
Inter Pipeline Ltd.,31/08/2016,2624234,-0.300210991,0.334784266
Kohl's Corp.,31/08/2016,2624252,0.511188345,-0.12400613
"Mondelez International, Inc.",31/08/2016,2624336,0.164584687,-0.065271583
The Kroger Co.,31/08/2016,2624370,-0.08223863,0.679060066
L-3 Communications Holdings Inc.,31/08/2016,2624618,-0.233341986,-0.368366516
Laboratory Corp. of America Holdings,31/08/2016,2624698,0.018484604,0.613586656
Lam Research Corporation,31/08/2016,2625662,0.204011505,0.430952776
The Estée Lauder Companies Inc.,31/08/2016,2625933,-1.282624244,1.349851138
"Leggett & Platt, Incorporated",31/08/2016,2626140,-0.58928907,0.893592775
"Legg Mason, Inc.",31/08/2016,2626148,0.648896398,0.030138473
Lennar Corporation,31/08/2016,2626233,0.403307554,0.343255386
Leucadia National Corporation,31/08/2016,2626277,1.260375489,-1.703268102
"Level 3 Communications, Inc.",31/08/2016,2626289,0.521350715,0.411893993
Liberty Property Trust,31/08/2016,2626614,-0.246352449,-0.518190261
Eli Lilly and Company,31/08/2016,2626794,-0.943542221,0.322947765
"L Brands, Inc.",31/08/2016,2626802,1.167097121,2.821536478
Linamar Corp.,31/08/2016,2626814,0.679164787,1.027616948
Lincoln National Corporation,31/08/2016,2626848,0.66296781,-0.60496149
Linear Technology Corporation,31/08/2016,2626880,-1.203845915,1.585310011
Loblaw Companies Limited,31/08/2016,2627030,-0.378020712,-0.586093494
Lockheed Martin Corporation,31/08/2016,2627050,-3.125071903,2.970702676
Loews Corporation,31/08/2016,2627079,-0.243698945,-0.864489118
"Lowe's Companies, Inc.",31/08/2016,2627356,-1.246138314,0.509054368
M&T Bank Corporation,31/08/2016,2627536,0.345644934,-0.364227533
MGM Resorts International,31/08/2016,2627721,1.30913987,-1.140785717
The Macerich Company,31/08/2016,2627939,-0.317663228,-0.466875407
ManpowerGroup Inc.,31/08/2016,2628366,0.472256196,0.529168264
Manulife Financial Corporation,31/08/2016,2628400,0.479547949,-1.67575021
Marathon Oil Corporation,31/08/2016,2628431,0.87384497,-2.717349416
Markel Corp.,31/08/2016,2628565,0.089389707,0.209111528
"Marsh & McLennan Companies, Inc.",31/08/2016,2628629,-0.464280516,0.700791024
"Marriott International, Inc.",31/08/2016,2628645,1.03955097,0.009585754
"Martin Marietta Materials, Inc.",31/08/2016,2628679,-0.563221551,0.772401641
Masco Corporation,31/08/2016,2628721,-0.199031451,1.71094137
"Mattel, Inc.",31/08/2016,2628880,-0.562642078,-0.202196999
"Maxim Integrated Products, Inc.",31/08/2016,2628920,-1.103696083,0.009440676
"McCormick & Company, Incorporated",31/08/2016,2629062,-1.126678611,0.632623499
McDonald's Corp.,31/08/2016,2629084,-2.01469153,1.656365062
"S&P Global, Inc.",31/08/2016,2629108,-0.442018185,1.92856888
McKesson Corporation,31/08/2016,2629128,-0.159774853,0.557203107
"Merck & Co., Inc.",31/08/2016,2629738,-0.550494754,-0.234422536
"MetLife, Inc.",31/08/2016,2630181,0.636870889,-0.620746508
Metro Inc.,31/08/2016,2630217,-0.10831563,0.544723055
Mettler-Toledo International Inc.,31/08/2016,2630323,-3.104433454,1.700832211
Microsoft Corporation,31/08/2016,2630413,-0.991815776,0.3428257
Microchip Technology Incorporated,31/08/2016,2630455,-3.326079442,-0.335246215
"Micron Technology, Inc.",31/08/2016,2630498,0.258652942,1.374398468
Mid-America Apartment Communities Inc.,31/08/2016,2630544,-0.421479265,-0.135725222
Mobile TeleSystems PJSC,31/08/2016,2631226,0.388089221,0.17031562
Mohawk Industries Inc.,31/08/2016,2631278,0.011193038,0.76849014
Monsanto Company,31/08/2016,2631428,-1.719561724,0.077016405
Moody's Corporation,31/08/2016,2631520,-0.308332063,2.390799309
Morgan Stanley,31/08/2016,2631609,0.666902347,-1.319684732
"Motorola Solutions, Inc.",31/08/2016,2631805,0.731231566,1.551068612
Murphy Oil Corporation,31/08/2016,2632064,0.879384806,-3.312688786
"Nasdaq, Inc.",31/08/2016,2632522,0.069208629,-0.03339995
National Bank of Canada,31/08/2016,2632604,0.432194347,-0.068876046
"National Oilwell Varco, Inc.",31/08/2016,2632795,1.001613646,-1.787789128
"NetEase, Inc.",31/08/2016,2633251,-0.230913114,1.73447507
Newell Brands Inc.,31/08/2016,2633833,-1.723765118,0.183693975
Newfield Exploration Company,31/08/2016,2633835,-0.886576915,-2.831280314
Newmont Mining Corporation,31/08/2016,2633880,0.360457281,-0.437733328
NICE Ltd.,31/08/2016,2634104,-1.48138202,-0.461310696
"NIKE, Inc.",31/08/2016,2634146,-1.003209279,1.495162773
NiSource Inc.,31/08/2016,2634188,-0.328554625,-0.441348827
"Noble Energy, Inc.",31/08/2016,2634240,0.606526982,-1.937552921
Nordstrom Inc.,31/08/2016,2634346,-0.687419439,0.348798662
Norfolk Southern Corporation,31/08/2016,2634350,0.239990305,-0.215560133
Eversource Energy,31/08/2016,2634583,0.158142497,-0.30186298
Northern Trust Corporation,31/08/2016,2634674,0.214604735,-0.096252799
Northrop Grumman Corporation,31/08/2016,2634721,-0.620079084,0.677708768
Nucor Corporation,31/08/2016,2635042,-0.312505437,-0.531847962
NVIDIA Corporation,31/08/2016,2635154,-1.41046883,0.647141026
OGE Energy Corp.,31/08/2016,2635204,0.004607718,-0.563207333
Occidental Petroleum Corporation,31/08/2016,2635350,0.512900977,-2.338586461
"Oceaneering International, Inc.",31/08/2016,2635406,0.3534628,1.158685053
Omnicom Group Inc.,31/08/2016,2635737,-0.791823201,0.788198852
ONEOK Inc.,31/08/2016,2635922,-1.715207004,-0.588439309
Onex Corporation,31/08/2016,2635932,2.914680053,-1.432677558
Open Text Corporation,31/08/2016,2636020,-0.277776324,-0.140836309
Oracle Corporation,31/08/2016,2636077,-0.181501181,0.326666304
"O'Reilly Automotive, Inc.",31/08/2016,2636236,-2.202361691,2.096128651
PG&E Corporation,31/08/2016,2636693,-0.143911371,-0.932041382
"The PNC Financial Services Group, Inc.",31/08/2016,2636835,0.579104343,-0.248250192
"PPG Industries, Inc.",31/08/2016,2636859,-0.385832599,0.694305939
PPL Corporation,31/08/2016,2636867,0.097664277,-0.831719289
PACCAR Inc,31/08/2016,2637023,-0.119970013,0.050642117
Packaging Corporation of America,31/08/2016,2637397,-0.003129354,0.159973203
Parker-Hannifin Corporation,31/08/2016,2637852,-0.0065641,-0.240855429
"Paychex, Inc.",31/08/2016,2638038,-1.765357682,3.543374881
Pentair plc,31/08/2016,2638398,1.770093323,-0.731084842
"Pepsico, Inc.",31/08/2016,2638536,-1.868805662,0.125845635
Pfizer Inc.,31/08/2016,2638844,-0.373605563,0.058268191
"Altria Group, Inc.",31/08/2016,2638938,-0.430368524,-0.064832504
ConocoPhillips,31/08/2016,2638961,0.809353494,-2.522101733
PVH Corp.,31/08/2016,2638965,0.429948531,-0.189391158
Pinnacle West Capital Corporation,31/08/2016,2639259,0.191510565,-0.124821994
Pioneer Natural Resources Co.,31/08/2016,2639311,1.221305148,-2.230751962
Polaris Industries Inc.,31/08/2016,2639651,-0.282666891,2.320257635
Ralph Lauren Corporation,31/08/2016,2639667,0.181339995,0.133944951
Potash Corporation of Saskatchewan Inc.,31/08/2016,2639834,0.34379005,-1.740577805
Power Corporation of Canada,31/08/2016,2639915,0.639961015,0.108145033
Power Financial Corporation,31/08/2016,2639935,0.537078007,-0.014512661
Praxair Inc.,31/08/2016,2640048,-0.685240502,-0.10504158
"T. Rowe Price Group, Inc.",31/08/2016,2640322,-0.081912454,1.620154206
The Priceline Group Inc.,31/08/2016,2640332,-1.099696327,1.548668791
Principal Financial Group Inc.,31/08/2016,2640490,0.525224125,0.039474746
The Procter & Gamble Company,31/08/2016,2640598,-0.353979556,0.357069949
Progressive Corp.,31/08/2016,2640716,0.21136525,0.152369185
"Prudential Financial, Inc.",31/08/2016,2640949,0.806828921,-0.102404756
Public Service Enterprise Group Inc.,31/08/2016,2641055,0.353856092,-0.65976372
Public Storage,31/08/2016,2641077,-2.074929655,0.682768441
"PulteGroup, Inc.",31/08/2016,2641195,0.432161839,0.242468348
QUALCOMM Incorporated,31/08/2016,2641396,0.038522616,-0.092557554
"Quanta Services, Inc.",31/08/2016,2641432,-0.232423531,0.230377246
Quest Diagnostics Inc.,31/08/2016,2641541,0.213004,0.15083054
Range Resources Corporation,31/08/2016,2642117,0.429223243,-2.45418117
"Raymond James Financial, Inc.",31/08/2016,2642205,0.39378121,0.175373032
Raytheon Company,31/08/2016,2642243,-0.195092377,0.63056236
Realty Income Corporation,31/08/2016,2642335,-1.644880679,-0.247890065
"Red Hat, Inc.",31/08/2016,2642405,-2.733475671,0.605896351
Regency Centers Corporation,31/08/2016,2642539,-1.636720318,-0.271838951
"Regeneron Pharmaceuticals, Inc.",31/08/2016,2642551,-2.586634408,2.391509891
"CenterPoint Energy, Inc.",31/08/2016,2642679,0.859878888,-1.357675564
"Republic Services, Inc.",31/08/2016,2642876,0.059941932,-0.154760712
BlackBerry Limited,31/08/2016,2642922,0.703951687,-3.003630583
ResMed Inc.,31/08/2016,2642943,-0.746415364,0.696937986
Riocan Real Estate Investment Trust,31/08/2016,2643317,-0.123548892,-0.250028461
Rite Aid Corporation,31/08/2016,2643359,-2.204161336,1.785468696
Robert Half International Inc.,31/08/2016,2643447,-0.039766338,2.648371948
Rockwell Automation Inc.,31/08/2016,2643533,-0.6491574,0.669198125
Rockwell Collins Inc.,31/08/2016,2643541,-0.338394853,0.850324812
Rogers Communications Inc.,31/08/2016,2643612,-0.268542436,-0.741411428
"Roper Technologies, Inc.",31/08/2016,2643691,-0.33839381,0.109428035
Ross Stores Inc.,31/08/2016,2643725,-1.204805645,2.647839682
Royal Bank of Canada,31/08/2016,2643913,0.355230146,0.318435408
Ryanair Holdings plc,31/08/2016,2644123,-0.019902461,1.50978133
